 Loan_ID, Nos_Dep, Education, Self_employed, Annual_income, Loan_amount, Loan_Term, Cibil_score, Residential_assets_value, Commercial_assets_value, Luxury_assets_value, Bank_asset_value, Loan_status
971,3, Graduate, Yes,3400000,7200000,12,733,4800000,2700000,8100000,2200000,1
972,0, Not Graduate,,9600000,38200000,8,421,1600000,14100000,33600000,13800000,0
973,3, Graduate,,9700000,37800000,12,700,13400000,6100000,25800000,11900000,1
974,5, Graduate, No,8800000,21600000,18,613,15400000,12100000,30000000,8400000,1
975,4, Graduate, Yes,2400000,7100000,16,871,7000000,300000,8500000,3500000,1
976,0, Graduate, No,1400000,,2,649,2600000,1000000,5500000,1100000,1
977,0, Graduate, Yes,3500000,10000000,14,709,5300000,1800000,9200000,5000000,1
978,2, Graduate, No,6100000,23600000,2,476,4600000,2900000,22500000,3800000,1
979,2, Not Graduate, Yes,3000000,,4,819,5400000,4800000,6000000,2100000,1
980,0, Graduate, No,5900000,11800000,12,468,9100000,10000000,,6200000,0
981,5, Graduate, Yes,400000,800000,2,759,100000,500000,1300000,300000,1
982,2, Graduate, No,4700000,14000000,12,784,13400000,2700000,14800000,6900000,1
983,1, Not Graduate, No,2600000,7900000,12,306,2000000,2400000,7600000,3300000,0
984,1, Not Graduate, Yes,9000000,25400000,16,655,22000000,8800000,29100000,7200000,1
985,4, Not Graduate, No,5100000,,8,755,2200000,300000,14900000,5300000,1
986,2, Graduate, No,4400000,9800000,18,712,5400000,200000,8800000,6400000,1
987,4, Not Graduate, Yes,1500000,4600000,6,524,3700000,2000000,5000000,1400000,0
988,3, Not Graduate, No,7700000,26400000,12,759,3400000,2900000,21900000,10800000,1
989,2, Graduate, Yes,600000,2400000,6,454,100000,600000,2300000,300000,0
990,0, Not Graduate, No,3500000,11900000,12,686,4400000,4800000,10100000,2500000,1
991,1, Graduate, Yes,2100000,,16,826,1600000,3500000,7700000,1400000,1
992,2, Not Graduate, No,3200000,10500000,12,502,4300000,1500000,10000000,4500000,0
993,0, Not Graduate, No,7000000,18300000,6,541,6300000,6400000,20800000,8300000,0
994,1, Graduate, No,3700000,13600000,16,608,400000,2200000,13400000,2800000,1
995,3, Not Graduate, Yes,4500000,13100000,12,570,10500000,2000000,10100000,5800000,1
996,3, Graduate, No,200000,800000,18,752,200000,200000,300000,200000,1
997,4, Not Graduate,,300000,1000000,10,819,700000,300000,900000,200000,1
998,1, Graduate,,7500000,29800000,18,770,1400000,5200000,28000000,8700000,1
999,5, Not Graduate, Yes,2500000,,6,345,1900000,1900000,6800000,2600000,0
1000,1, Graduate, Yes,7600000,19300000,20,835,5800000,2300000,22000000,8200000,1
1001,2, Not Graduate, Yes,3500000,13300000,4,420,6400000,1700000,8000000,2300000,1
1002,2, Not Graduate, Yes,5600000,20000000,10,367,13700000,5000000,19100000,6000000,0
1003,5, Not Graduate, Yes,4800000,16400000,14,390,8400000,2400000,9500000,4000000,0
1004,3, Graduate, No,2900000,11500000,16,843,2300000,2600000,10700000,4300000,1
1005,1, Graduate, No,2700000,6800000,20,713,500000,3300000,6100000,1900000,1
1006,3, Graduate, No,5000000,16200000,8,591,1900000,3400000,14000000,5000000,1
1007,4, Not Graduate, Yes,2800000,10000000,12,655,4900000,3600000,,3300000,1
1008,3, Not Graduate, Yes,7300000,20000000,18,720,15500000,9900000,,9800000,1
1009,0, Graduate, Yes,5900000,15100000,10,794,6000000,4300000,14900000,5400000,1
1010,5, Graduate,,1800000,6800000,18,457,2200000,1100000,3800000,1400000,0
1011,, Graduate, No,9100000,30100000,14,890,17800000,12400000,32500000,7500000,1
1012,2, Not Graduate,,5300000,12300000,14,472,10000000,1600000,20400000,3300000,0
1013,0, Not Graduate,,9500000,35300000,6,605,10000000,12700000,31100000,7000000,1
1014,0, Graduate, Yes,5600000,19300000,6,407,3400000,3600000,14200000,8400000,0
1015,1, Graduate, Yes,900000,1700000,18,464,1300000,0,1900000,700000,0
1016,4, Not Graduate, Yes,1500000,3200000,10,858,1500000,0,4700000,1700000,1
1017,1, Not Graduate, Yes,8100000,26900000,6,522,23000000,2100000,18700000,4200000,0
1018,2, Not Graduate, Yes,2300000,9100000,20,610,3700000,600000,7800000,3400000,1
1019,2, Not Graduate, Yes,3900000,9300000,8,591,10900000,2700000,9600000,3300000,1
1020,4, Graduate, Yes,1700000,6500000,20,636,1700000,900000,6200000,2300000,1
1021,, Not Graduate, Yes,2100000,4900000,10,359,1000000,800000,6100000,1000000,0
1022,4, Graduate, Yes,9700000,25000000,4,542,9800000,12000000,29300000,13400000,0
1023,5, Not Graduate, Yes,3500000,11800000,4,642,2300000,2900000,11900000,3600000,1
1024,3, Not Graduate, Yes,8800000,26200000,20,865,19300000,9800000,27700000,12500000,1
1025,3, Graduate, No,900000,3100000,10,369,1400000,100000,1700000,500000,0
1026,0, Graduate, Yes,3500000,10800000,14,838,4700000,6800000,13900000,1700000,1
1027,5, Not Graduate, No,5500000,21200000,4,582,12100000,8300000,17100000,3100000,1
1028,5, Not Graduate, Yes,9800000,23200000,10,416,11000000,17300000,,8500000,0
1029,0, Graduate, No,1800000,5700000,18,306,500000,700000,5600000,1700000,0
1030,5, Graduate,nan,6700000,17200000,18,613,9700000,6800000,24600000,7100000,1
1031,3, Graduate, No,4300000,16300000,10,366,6900000,6700000,12300000,5500000,0
1032,1, Graduate, No,1200000,2800000,12,431,900000,400000,2900000,900000,0
1033,5, Not Graduate, Yes,9700000,25900000,2,754,9000000,10000000,28500000,6700000,1
1034,1, Graduate, No,7300000,24200000,20,324,12900000,3700000,18400000,9000000,0
1035,5, Graduate, No,9500000,19200000,2,523,13500000,1500000,21000000,6700000,0
1036,5, Not Graduate, No,6500000,23300000,12,790,600000,9700000,15500000,9500000,1
1037,5, Not Graduate, No,4200000,13400000,16,545,9800000,8200000,12500000,3500000,0
1038,0, Not Graduate, No,7600000,26500000,6,515,6200000,14900000,22000000,4000000,0
1039,1, Not Graduate, Yes,4700000,16000000,14,406,4000000,5300000,14300000,3300000,0
1040,0, Graduate, Yes,9800000,23200000,10,573,23900000,3300000,23600000,14600000,1
1041,0, Graduate, Yes,9800000,38700000,2,611,6600000,10400000,33000000,6000000,1
1042,0, Not Graduate, No,5100000,13400000,16,649,6800000,1600000,15700000,3900000,1
1043,3, Graduate, No,4500000,12500000,12,469,4100000,7600000,14200000,3400000,0
1044,3, Graduate, Yes,3200000,9900000,10,316,9100000,5500000,8800000,3600000,0
1045,2, Graduate, No,3200000,10400000,10,556,8200000,5600000,11500000,4500000,1
1046,2, Not Graduate, No,9600000,31200000,12,578,9900000,2200000,26500000,13500000,1
1047,2, Not Graduate, Yes,8700000,18900000,2,554,3900000,1900000,18000000,11500000,1
1048,0, Not Graduate, No,5900000,20300000,4,806,300000,3700000,16400000,4800000,1
1049,1, Not Graduate, Yes,1300000,5000000,4,610,3400000,800000,,900000,1
1050,5, Not Graduate, Yes,7700000,25800000,18,578,5000000,7700000,27200000,10600000,1
1051,2, Not Graduate, No,6900000,23900000,12,814,13000000,1900000,26600000,6000000,1
1052,4, Not Graduate, No,3900000,9000000,2,674,8700000,5700000,14000000,3100000,1
1053,1, Not Graduate, No,500000,1700000,2,680,700000,800000,1400000,700000,1
1054,3, Not Graduate, Yes,4900000,19000000,4,575,14100000,9100000,16500000,4600000,1
1055,1, Not Graduate, No,1000000,3600000,4,546,2500000,0,2600000,500000,1
1056,2, Graduate, No,6700000,21400000,8,370,3200000,11800000,20100000,8600000,0
1057,1, Graduate, No,4100000,9400000,6,713,0,1000000,11100000,3100000,1
1058,4, Not Graduate, Yes,1600000,3800000,2,896,1200000,400000,4800000,2000000,1
1059,4, Graduate, No,3200000,,18,802,400000,0,,4700000,1
1060,2, Not Graduate, No,3900000,14900000,6,415,2200000,4300000,9500000,4600000,0
1061,1, Not Graduate, No,9800000,21300000,2,356,23000000,12300000,25700000,14600000,0
1062,1, Graduate, No,1600000,4000000,10,615,2200000,2700000,5500000,1400000,1
1063,1, Graduate, Yes,6400000,17900000,6,575,6600000,7600000,23100000,5300000,1
1064,4, Graduate,nan,1600000,5500000,10,577,400000,1200000,4100000,1400000,1
1065,0, Graduate, No,9200000,30700000,10,455,24900000,2000000,32900000,5200000,0
1066,1, Not Graduate, Yes,4000000,9400000,8,509,1000000,4100000,10800000,5500000,0
1067,2, Not Graduate, Yes,6100000,19400000,8,379,5300000,10800000,14300000,4100000,0
1068,5, Graduate, No,7100000,14500000,14,664,5300000,12900000,15700000,9200000,1
1069,5, Graduate, No,3200000,8700000,16,558,2600000,2500000,9100000,1800000,1
1070,4, Graduate, No,1700000,4300000,18,580,1500000,2400000,6600000,1700000,1
1071,4, Graduate, No,6300000,17600000,6,612,16000000,3300000,23500000,3200000,1
1072,4, Graduate, Yes,700000,2400000,14,705,0,100000,,700000,1
1073,4, Graduate, Yes,1100000,2700000,18,301,2800000,1600000,3300000,1500000,0
1074,1, Not Graduate, Yes,8900000,32000000,16,711,4300000,1200000,22100000,5200000,1
1075,3, Graduate, No,300000,700000,20,735,900000,200000,900000,400000,1
1076,1, Not Graduate,,2200000,5200000,14,682,2600000,600000,6100000,1800000,1
1077,0, Graduate, Yes,7900000,23500000,20,750,16800000,15300000,21200000,4000000,1
1078,3, Not Graduate, Yes,5800000,18200000,16,835,1000000,6100000,14600000,7900000,1
1079,0, Graduate, Yes,9400000,,6,389,16000000,7100000,19400000,10200000,0
1080,2, Graduate, No,4800000,18900000,4,866,10200000,6000000,13900000,5900000,1
1081,3, Not Graduate, No,7600000,26600000,4,689,5300000,600000,24300000,8600000,1
1082,0, Not Graduate, No,5900000,17600000,16,645,13000000,3100000,23400000,8600000,1
1083,1, Graduate,nan,4300000,10100000,2,797,4400000,4500000,16300000,4700000,1
1084,5, Graduate, No,6100000,17800000,6,849,2900000,10900000,,7800000,1
1085,5, Graduate, No,5400000,19700000,20,423,6500000,10000000,15700000,7300000,0
1086,1, Not Graduate, No,1400000,4100000,20,530,1200000,1100000,3000000,1900000,0
1087,1, Not Graduate, Yes,2400000,9300000,20,543,700000,800000,5000000,3400000,0
1088,1, Graduate, No,3100000,7600000,20,346,700000,4600000,8100000,4400000,0
1089,2, Not Graduate, Yes,3000000,7400000,10,712,5100000,1000000,11600000,3800000,1
1090,0, Not Graduate, No,3100000,10100000,14,376,6400000,2600000,11600000,4300000,0
1091,1, Graduate, No,2500000,,20,495,4800000,3300000,5700000,3700000,0
1092,0, Graduate, No,9700000,30400000,4,300,17100000,16600000,38100000,9200000,1
1093,4, Not Graduate, Yes,7600000,20000000,18,691,5000000,8700000,23400000,11200000,1
1094,3, Graduate, Yes,3800000,15100000,20,540,9400000,1000000,9300000,3600000,0
1095,3, Not Graduate, Yes,3100000,11400000,16,562,3600000,3600000,7200000,3100000,1
1096,2, Not Graduate, No,5700000,21300000,10,323,1600000,11200000,16200000,5100000,0
1097,1, Graduate, Yes,5500000,19700000,10,312,12800000,4800000,19500000,3300000,0
1098,1, Not Graduate, Yes,200000,600000,2,511,500000,100000,800000,200000,1
1099,3, Not Graduate, Yes,3700000,13800000,10,621,4000000,800000,11900000,5300000,1
1100,2, Not Graduate,nan,1600000,4300000,20,512,3200000,2500000,6300000,900000,0
1101,4, Graduate, No,3900000,11000000,2,786,7900000,1600000,10700000,2100000,1
1102,3, Not Graduate, Yes,700000,1600000,18,303,600000,500000,2000000,600000,0
1103,3, Graduate, Yes,5800000,16700000,18,633,8100000,8400000,14700000,3700000,1
1104,2, Graduate, No,6400000,16900000,16,472,11100000,6000000,16300000,4500000,0
1105,1, Graduate, Yes,5500000,12100000,4,350,6300000,9200000,17200000,6900000,0
1106,4, Not Graduate,nan,6700000,13400000,10,436,3600000,1200000,23200000,7500000,0
1107,2, Graduate, No,6600000,23200000,16,555,9900000,6500000,23300000,3300000,1
1108,4, Not Graduate, Yes,2500000,6100000,20,478,5900000,800000,9500000,3200000,0
1109,1, Not Graduate, No,2300000,8200000,8,784,2000000,0,7600000,1100000,1
1110,1, Graduate, Yes,3300000,11700000,4,682,3500000,5500000,12300000,1600000,1
1111,4, Graduate, Yes,2600000,5900000,6,471,3500000,1900000,7300000,3400000,0
1112,4, Not Graduate,,5300000,18500000,8,470,2900000,9300000,14900000,4900000,0
1113,2, Not Graduate, No,5400000,13800000,20,574,900000,9200000,10900000,3700000,1
1114,4, Not Graduate,nan,3500000,12000000,8,314,7700000,100000,12600000,2700000,0
1115,2, Graduate, No,4200000,10200000,14,407,5900000,4500000,12000000,2500000,0
1116,2, Graduate, No,4300000,9800000,2,499,4400000,4500000,12600000,5100000,0
1117,1, Graduate, Yes,7500000,19900000,10,669,1800000,8800000,18100000,7300000,1
1118,3, Not Graduate, No,5500000,16200000,18,778,4700000,10700000,15300000,6100000,1
1119,2, Not Graduate, Yes,2100000,4500000,2,787,4800000,2800000,6000000,2100000,1
1120,0, Graduate, No,8800000,32900000,18,576,1300000,8700000,32600000,5600000,1
1121,1, Not Graduate,nan,3100000,6300000,20,867,1900000,6100000,,4000000,1
1122,2, Not Graduate, Yes,9800000,32700000,2,304,4700000,19000000,24500000,8600000,1
1123,0, Graduate, No,2000000,6200000,14,613,100000,1800000,5400000,1300000,1
1124,4, Not Graduate, Yes,3600000,9500000,2,841,4900000,4400000,13500000,2100000,1
1125,2, Not Graduate, No,7500000,29100000,20,815,12400000,9500000,25300000,9100000,1
1126,5, Graduate,,200000,400000,18,822,200000,300000,600000,300000,1
1127,4, Not Graduate, No,9900000,29100000,18,772,24100000,19400000,26800000,11700000,1
1128,3, Not Graduate, Yes,8700000,29300000,4,312,9000000,2800000,30000000,4900000,1
1129,2, Graduate,nan,5500000,12400000,14,842,-100000,6800000,15800000,5800000,1
1130,3, Graduate, Yes,1800000,,8,790,100000,0,3700000,2000000,1
1131,2, Graduate, No,8000000,31900000,16,806,19900000,1800000,23200000,5400000,1
1132,5, Not Graduate, Yes,7500000,17000000,8,300,7800000,8300000,18900000,6700000,0
1133,4, Graduate, Yes,4100000,11600000,14,854,500000,6900000,,5700000,1
1134,2, Not Graduate, Yes,7300000,15200000,20,776,14700000,9600000,26400000,4100000,1
1135,3, Not Graduate, No,7900000,28000000,4,394,22800000,13200000,18200000,3900000,1
1136,3, Not Graduate, No,6200000,13200000,14,707,17200000,8900000,23100000,4200000,1
1137,2, Not Graduate, Yes,5700000,18100000,20,491,6800000,100000,17700000,3900000,0
1138,0, Graduate,nan,5800000,14100000,16,570,8200000,4200000,16400000,3700000,1
1139,0, Not Graduate, Yes,2200000,7500000,10,497,2300000,2100000,5700000,1800000,0
1140,3, Not Graduate, Yes,1800000,5300000,14,440,2000000,100000,3700000,1000000,0
1141,3, Graduate, Yes,4600000,10900000,12,856,13500000,5100000,9400000,3300000,1
1142,2, Not Graduate, Yes,3800000,14500000,16,567,2400000,2600000,10500000,3000000,1
1143,2, Not Graduate,,9500000,36800000,6,493,24100000,13800000,32100000,6200000,0
1144,2, Graduate, No,9300000,21200000,2,509,2800000,2600000,35800000,6600000,0
1145,4, Graduate, No,4700000,17000000,4,364,2900000,4600000,18800000,6200000,1
1146,2, Graduate,nan,5500000,21700000,2,309,11800000,1000000,,7600000,1
1147,0, Not Graduate, Yes,4600000,14800000,6,433,12100000,4600000,11100000,6700000,0
1148,5, Not Graduate, No,9900000,33600000,20,580,7000000,10800000,37400000,14700000,1
1149,4, Not Graduate, Yes,400000,1100000,6,644,1000000,300000,1600000,400000,1
1150,0, Graduate, Yes,2900000,10800000,20,694,6400000,200000,10600000,2100000,1
1151,5, Not Graduate,nan,9000000,35200000,2,437,18400000,17800000,18300000,10400000,1
1152,4, Not Graduate, Yes,5200000,11400000,10,406,14700000,2000000,13000000,4400000,0
1153,5, Not Graduate, No,6000000,19700000,20,376,14700000,10700000,17100000,5500000,0
1154,1, Graduate, No,5100000,,14,350,6200000,2200000,12600000,3600000,0
1155,5, Not Graduate, Yes,8000000,22500000,20,784,7600000,7300000,26000000,10800000,1
1156,4, Graduate, Yes,9200000,25400000,14,765,21200000,6600000,25100000,5600000,1
1157,4, Not Graduate, No,9800000,32200000,18,593,9500000,400000,34000000,14300000,1
1158,2, Graduate, Yes,6300000,24600000,8,464,7700000,2200000,13000000,6900000,0
1159,1, Graduate, Yes,5500000,14900000,2,403,7400000,8900000,19700000,4100000,0
1160,3, Not Graduate, No,8100000,30400000,12,606,900000,1100000,,11600000,1
1161,3, Not Graduate, Yes,7200000,21600000,2,626,10600000,1600000,,3700000,1
1162,5, Graduate, No,2700000,7600000,8,746,900000,2200000,7200000,3400000,1
1163,0, Not Graduate, No,5000000,16300000,12,737,2600000,3400000,11800000,4400000,1
1164,1, Graduate, No,7700000,27300000,8,509,10100000,2200000,20200000,10800000,0
1165,2, Not Graduate,nan,4300000,11800000,20,701,11600000,4600000,14200000,3300000,1
1166,5, Not Graduate, No,5700000,11600000,4,892,10200000,6100000,,7400000,1
1167,0, Not Graduate, No,2100000,5900000,14,402,4400000,0,4800000,1000000,0
1168,2, Graduate, Yes,1200000,3500000,16,540,3100000,1800000,3500000,800000,0
1169,0, Not Graduate, No,8500000,17200000,12,624,6500000,8400000,18600000,5100000,1
1170,4, Graduate, No,4600000,16600000,16,805,4800000,8000000,,2800000,1
1171,2, Graduate, No,4600000,16100000,18,709,7100000,9000000,13800000,5400000,1
1172,2, Not Graduate,,8500000,30900000,14,511,23300000,4400000,21900000,5500000,0
1173,1, Graduate, Yes,7800000,25100000,18,766,6900000,7200000,16600000,10200000,1
1174,3, Not Graduate, Yes,1400000,3800000,16,451,3100000,1300000,,1300000,0
1175,1, Not Graduate, Yes,3700000,10200000,4,447,300000,2000000,14500000,3200000,0
1176,3, Not Graduate,,1000000,2500000,,763,400000,1100000,2100000,1400000,1
1177,5, Not Graduate, No,900000,3100000,20,834,1000000,900000,2100000,1300000,1
1178,4, Not Graduate, No,3200000,10600000,16,693,7800000,4900000,10400000,1800000,1
1179,1, Graduate, No,2900000,11100000,20,478,4200000,2900000,8500000,3000000,0
1180,2, Graduate, Yes,300000,800000,10,752,600000,300000,1000000,400000,1
1181,0, Graduate, Yes,2400000,5900000,14,319,2000000,4200000,9500000,3300000,0
1182,3, Not Graduate,,5000000,16700000,20,420,1100000,5000000,18700000,6900000,0
1183,2, Not Graduate, Yes,200000,600000,8,552,400000,200000,700000,200000,1
1184,3, Not Graduate, Yes,6000000,16000000,12,606,2600000,11600000,19300000,7800000,1
1185,1, Not Graduate, No,4500000,12400000,6,504,12000000,3200000,13100000,2200000,0
1186,5, Not Graduate, Yes,200000,300000,8,412,-100000,100000,500000,100000,0
1187,5, Graduate, Yes,3900000,9000000,8,340,4900000,6800000,9000000,5200000,0
1188,4, Graduate,nan,6900000,16300000,8,606,5800000,900000,23700000,3600000,1
1189,2, Not Graduate, No,4500000,14500000,18,498,7900000,200000,13500000,4800000,0
1190,4, Not Graduate, No,7500000,21900000,2,585,6800000,12200000,27500000,8100000,1
1191,4, Graduate, No,4800000,14300000,6,795,5900000,0,11100000,2600000,1
1192,3, Not Graduate, Yes,2700000,10600000,8,840,500000,3000000,9000000,1900000,1
1193,3, Not Graduate, No,3700000,10900000,16,301,7800000,2300000,9600000,3400000,0
1194,4, Graduate, Yes,2600000,9400000,18,481,2700000,4400000,8600000,2400000,0
1195,5, Not Graduate, Yes,8800000,23100000,16,531,20800000,2600000,22100000,8000000,0
1196,2, Not Graduate, No,7500000,15400000,8,332,8300000,3100000,23700000,5400000,0
1197,3, Graduate, Yes,4200000,15400000,8,362,9900000,5300000,15500000,5600000,0
1198,5, Graduate,nan,9900000,24600000,2,530,24200000,12800000,20400000,13000000,0
